Unnamed: 0,vehicle_name,engine_size(l),cylinders,fuel_type,fuel_consumption_comb_(mpg),co2_emissions(g/km)
2127,TOYOTA_TACOMA_4WD,2.7,4,X,23,283
2128,TOYOTA_TACOMA_4WD,4.0,6,X,21,308
2129,TOYOTA_TACOMA_4WD,4.0,6,X,20,322
2130,TOYOTA_TUNDRA,4.6,8,X,20,329
2131,TOYOTA_TUNDRA,5.7,8,X,19,350
2132,TOYOTA_TUNDRA_4WD,4.6,8,X,19,347
2133,TOYOTA_TUNDRA_4WD,5.7,8,X,17,382
2134,TOYOTA_VENZA,2.7,4,X,27,239
2135,TOYOTA_VENZA,3.5,6,X,26,251
2136,TOYOTA_VENZA_4WD,2.7,4,X,27,242
2137,TOYOTA_VENZA_4WD,3.5,6,X,25,260
2138,TOYOTA_YARIS,1.5,4,X,39,168
2139,TOYOTA_YARIS,1.5,4,X,40,163
2140,VOLKSWAGEN_BEETLE,1.8,4,X,33,196
2141,VOLKSWAGEN_BEETLE,1.8,4,X,32,200
2142,VOLKSWAGEN_BEETLE,2.0,4,Z,31,209
2143,VOLKSWAGEN_BEETLE,2.0,4,Z,31,212
2144,VOLKSWAGEN_BEETLE_TDI_(modified),2.0,4,D,41,183
2145,VOLKSWAGEN_BEETLE_TDI_(modified),2.0,4,D,41,184
2146,VOLKSWAGEN_BEETLE_CONVERTIBLE,1.8,4,X,32,200
2147,VOLKSWAGEN_BEETLE_CONVERTIBLE,2.0,4,Z,30,216
2148,VOLKSWAGEN_BEETLE_CONVERTIBLE,2.0,4,Z,31,212
2149,VOLKSWAGEN_CC,2.0,4,Z,30,214
2150,VOLKSWAGEN_CC,2.0,4,Z,29,221
2151,VOLKSWAGEN_CC_4MOTION,3.6,6,Z,24,271
2152,VOLKSWAGEN_EOS,2.0,4,Z,30,219
2153,VOLKSWAGEN_GOLF,1.8,4,X,35,186
2154,VOLKSWAGEN_GOLF,1.8,4,X,35,184
2155,VOLKSWAGEN_GOLF_TDI_(modified),2.0,4,D,43,177
2156,VOLKSWAGEN_GOLF_TDI_(modified),2.0,4,D,43,178
2157,VOLKSWAGEN_GOLF_GTI,2.0,4,Z,33,196
2158,VOLKSWAGEN_GOLF_GTI,2.0,4,Z,34,191
2159,VOLKSWAGEN_GOLF_SPORTWAGON,1.8,4,X,34,193
2160,VOLKSWAGEN_GOLF_SPORTWAGON,1.8,4,X,34,189
2161,VOLKSWAGEN_GOLF_SPORTWAGON_TDI_(modified),2.0,4,D,42,180
2162,VOLKSWAGEN_GOLF_SPORTWAGON_TDI_(modified),2.0,4,D,42,179
2163,VOLKSWAGEN_JETTA,1.8,4,X,36,182
2164,VOLKSWAGEN_JETTA,1.8,4,X,35,184
2165,VOLKSWAGEN_JETTA,2.0,4,X,32,205
2166,VOLKSWAGEN_JETTA,2.0,4,X,34,193
2167,VOLKSWAGEN_JETTA_TDI_(modified),2.0,4,D,43,175
2168,VOLKSWAGEN_JETTA_TDI_(modified),2.0,4,D,43,176
2169,VOLKSWAGEN_JETTA_GLI,2.0,4,Z,32,202
2170,VOLKSWAGEN_JETTA_GLI,2.0,4,Z,32,205
2171,VOLKSWAGEN_JETTA_HYBRID,1.4,4,Z,53,122
2172,VOLKSWAGEN_PASSAT,1.8,4,X,34,191
2173,VOLKSWAGEN_PASSAT,1.8,4,X,34,193
2174,VOLKSWAGEN_PASSAT_TDI_(modified),2.0,4,D,41,185
2175,VOLKSWAGEN_PASSAT_TDI_(modified),2.0,4,D,42,182
2176,VOLKSWAGEN_PASSAT,3.6,6,Z,27,239
2177,VOLKSWAGEN_TIGUAN,2.0,4,Z,27,242
2178,VOLKSWAGEN_TIGUAN,2.0,4,Z,25,258
2179,VOLKSWAGEN_TIGUAN_4MOTION,2.0,4,Z,26,246
2180,VOLKSWAGEN_TOUAREG,3.6,6,Z,23,292
2181,VOLKSWAGEN_TOUAREG_TDI_(modified),3.0,6,D,28,277
2182,VOLVO_S60_POLESTAR_AWD,3.0,6,X,26,253
2183,VOLVO_S60_T5_,2.0,4,X,34,193
2184,VOLVO_S60_T5_AWD,2.5,5,X,28,232
2185,VOLVO_S60_T6___,2.0,4,Z,32,205
2186,VOLVO_S60_T6_AWD,3.0,6,X,25,258
2187,VOLVO_S80_T5,2.0,4,X,34,193
2188,VOLVO_S80_T6_AWD,3.0,6,X,25,258
2189,VOLVO_V60_CC,2.0,4,X,32,202
2190,VOLVO_V60_CC_AWD,2.5,5,X,27,237
2191,VOLVO_V60_POLESTAR_AWD,3.0,6,X,26,253
2192,VOLVO_V60_T5,2.0,4,X,34,193
2193,VOLVO_V60_T5_AWD,2.5,5,X,28,232
2194,VOLVO_V60_T6_AWD,3.0,6,X,25,258
2195,VOLVO_XC60_3.2_AWD,3.2,6,X,25,264
2196,VOLVO_XC60_T5,2.0,4,X,32,202
2197,VOLVO_XC60_T5_AWD,2.5,5,X,25,262
2198,VOLVO_XC60_T6__,2.0,4,Z,30,216
2199,VOLVO_XC60_T6_AWD,3.0,6,X,24,274
2200,VOLVO_XC70_3.2_AWD,3.2,6,X,25,260
2201,VOLVO_XC70_T5,2.0,4,X,32,202
2202,VOLVO_XC70_T6_AWD,3.0,6,X,24,274
2203,ACURA_ILX,2.4,4,Z,35,189
2204,ACURA_MDX_SH-AWD,3.5,6,Z,25,254
2205,ACURA_MDX_SH-AWD_ELITE,3.5,6,Z,26,251
2206,ACURA_RDX_AWD,3.5,6,Z,26,249
2207,ACURA_RLX,3.5,6,Z,28,235
2208,ACURA_RLX_HYBRID,3.5,6,Z,37,180
2209,ACURA_TLX,2.4,4,Z,34,196
2210,ACURA_TLX_SH-AWD,3.5,6,Z,29,226
2211,ALFA_ROMEO_4C,1.8,4,Z,34,197
2212,ASTON_MARTIN_DB9_GT,5.9,12,Z,18,365
2213,ASTON_MARTIN_RAPIDE_S,6.0,12,Z,20,332
2214,ASTON_MARTIN_VANQUISH,6.0,12,Z,19,346
2215,ASTON_MARTIN_V8_VANTAGE,4.7,8,Z,19,343
2216,ASTON_MARTIN_V8_VANTAGE,4.7,8,Z,18,362
2217,ASTON_MARTIN_VANTAGE_GT,4.7,8,Z,19,343
2218,ASTON_MARTIN_VANTAGE_GT,4.7,8,Z,18,362
2219,ASTON_MARTIN_V8_VANTAGE_S,4.7,8,Z,19,343
2220,ASTON_MARTIN_V8_VANTAGE_S,4.7,8,Z,18,362
2221,ASTON_MARTIN_V12_VANTAGE_S,6.0,12,Z,17,390
2222,AUDI_A3,1.8,4,X,32,204
2223,AUDI_A3_QUATTRO,2.0,4,X,33,201
2224,AUDI_A3_CABRIOLET_QUATTRO,2.0,4,X,32,208
2225,AUDI_A4,2.0,4,Z,32,212
2226,AUDI_A4_QUATTRO,2.0,4,Z,29,224
2227,AUDI_A4_QUATTRO,2.0,4,Z,31,214
2228,AUDI_A4_ALLROAD_QUATTRO,2.0,4,Z,29,232
2229,AUDI_A5_QUATTRO,2.0,4,Z,29,224
2230,AUDI_A5_QUATTRO,2.0,4,Z,31,214
2231,AUDI_A5_CABRIOLET_QUATTRO,2.0,4,Z,29,230
2232,AUDI_A6_QUATTRO,2.0,4,Z,31,211
2233,AUDI_A6_QUATTRO,3.0,6,Z,29,232
2234,AUDI_A6_QUATTRO_TDI_(modified),3.0,6,D,36,213
2235,AUDI_A7_QUATTRO,3.0,6,Z,29,232
2236,AUDI_A7_QUATTRO_TDI_(modified),3.0,6,D,36,213
2237,AUDI_A8_QUATTRO,3.0,6,Z,27,247
2238,AUDI_A8_QUATTRO,4.0,8,Z,26,249
2239,AUDI_A8_QUATTRO_TDI_(modified),3.0,6,D,34,224
2240,AUDI_A8L_QUATTRO,4.0,8,Z,26,255
2241,AUDI_A8L_QUATTRO,6.3,12,Z,19,344
2242,AUDI_Q3,2.0,4,Z,27,242
2243,AUDI_Q3_QUATTRO,2.0,4,Z,27,240
2244,AUDI_Q5_QUATTRO,2.0,4,Z,27,244
2245,AUDI_Q5_QUATTRO,3.0,6,Z,25,267
2246,AUDI_Q5_QUATTRO_TDI_(modified),3.0,6,D,31,244
2247,AUDI_Q5_HYBRID_QUATTRO,2.0,4,Z,32,209
2248,AUDI_RS_7_QUATTRO,4.0,8,Z,21,313
2249,AUDI_S3_QUATTRO,2.0,4,Z,31,211
2250,AUDI_S4_QUATTRO,3.0,6,Z,26,257
2251,AUDI_S4_QUATTRO,3.0,6,Z,24,273
2252,AUDI_S5_QUATTRO,3.0,6,Z,26,257
2253,AUDI_S5_QUATTRO,3.0,6,Z,24,273
2254,AUDI_S5_CABRIOLET_QUATTRO,3.0,6,Z,25,266
2255,AUDI_S6_QUATTRO,4.0,8,Z,25,263
2256,AUDI_S7_QUATTRO,4.0,8,Z,25,265
2257,AUDI_S8_QUATTRO,4.0,8,Z,22,300
2258,AUDI_SQ5_QUATTRO,3.0,6,Z,23,285
2259,AUDI_TT_COUPE_QUATTRO,2.0,4,X,31,209
2260,AUDI_TT_ROADSTER_QUATTRO,2.0,4,X,31,209
2261,AUDI_TTS_COUPE_QUATTRO,2.0,4,Z,30,222
2262,BENTLEY_CONTINENTAL_GT,4.0,8,Z,22,307
2263,BENTLEY_CONTINENTAL_GT,6.0,12,Z,18,360
2264,BENTLEY_CONTINENTAL_GT_CONVERTIBLE,4.0,8,Z,20,337
2265,BENTLEY_CONTINENTAL_GT_CONVERTIBLE,6.0,12,Z,18,375
2266,BENTLEY_FLYING_SPUR,4.0,8,Z,20,334
2267,BENTLEY_FLYING_SPUR,6.0,12,Z,17,388
2268,BENTLEY_MULSANNE,6.8,8,Z,16,408
2269,BMW_228i,2.0,4,Z,34,197
2270,BMW_228i,2.0,4,Z,31,211
2271,BMW_228i_xDRIVE,2.0,4,Z,32,207
2272,BMW_228i_xDRIVE_CABRIOLET,2.0,4,Z,32,209
2273,BMW_320i,2.0,4,Z,34,197
2274,BMW_320i,2.0,4,Z,31,211
2275,BMW_320i_xDRIVE,2.0,4,Z,32,207
2276,BMW_328d_xDRIVE,2.0,4,D,42,183
2277,BMW_328d_xDRIVE_TOURING,2.0,4,D,42,183
2278,BMW_328i_xDRIVE,2.0,4,Z,32,209
2279,BMW_328i_xDRIVE_GRAN_TURISMO,2.0,4,Z,32,209
2280,BMW_328i_xDRIVE_TOURING,2.0,4,Z,32,209
2281,BMW_335i_xDRIVE_GRAN_TURISMO,3.0,6,Z,28,238
2282,BMW_340i,3.0,6,Z,30,217
2283,BMW_340i,3.0,6,Z,29,231
2284,BMW_340i_xDRIVE,3.0,6,Z,30,216
2285,BMW_340i_xDRIVE,3.0,6,Z,27,241
2286,BMW_428i_CABRIOLET,2.0,4,Z,32,211
2287,BMW_428i_COUPE,2.0,4,Z,34,197
2288,BMW_428i_COUPE,2.0,4,Z,31,211
2289,BMW_428i_GRAN_COUPE,2.0,4,Z,32,211
2290,BMW_428i_GRAN_COUPE,2.0,4,Z,31,210
2291,BMW_428i_xDRIVE_CABRIOLET,2.0,4,Z,30,221
2292,BMW_428i_xDRIVE_COUPE,2.0,4,Z,32,209
2293,BMW_428i_xDRIVE_GRAN_COUPE,2.0,4,Z,32,209
2294,BMW_435i_CABRIOLET,3.0,6,Z,29,232
2295,BMW_435i_COUPE,3.0,6,Z,29,232
2296,BMW_435i_COUPE,3.0,6,Z,27,246
2297,BMW_435i_xDRIVE_CABRIOLET,3.0,6,Z,28,238
2298,BMW_435i_xDRIVE_COUPE,3.0,6,Z,28,238
2299,BMW_435i_xDRIVE_COUPE,3.0,6,Z,27,247
2300,BMW_435i_xDRIVE_GRAN_COUPE,3.0,6,Z,28,238
2301,BMW_528i_xDRIVE,2.0,4,Z,32,209
2302,BMW_535d_xDRIVE,3.0,6,D,36,212
2303,BMW_535i_xDRIVE,3.0,6,Z,28,238
2304,BMW_535i_xDRIVE_GRAN_TURISMO,3.0,6,Z,25,263
2305,BMW_550i_xDRIVE,4.4,8,Z,23,288
2306,BMW_550i_xDRIVE_GRAN_TURISMO,4.4,8,Z,23,283
2307,BMW_640i_xDRIVE_CABRIOLET,3.0,6,Z,28,238
2308,BMW_640i_xDRIVE_GRAN_COUPE,3.0,6,Z,28,238
2309,BMW_650i_xDRIVE_CABRIOLET,4.4,8,Z,23,283
2310,BMW_650i_xDRIVE_COUPE,4.4,8,Z,23,288
2311,BMW_650i_xDRIVE_GRAN_COUPE,4.4,8,Z,23,283
2312,BMW_750i_xDRIVE,4.4,8,Z,23,283
2313,BMW_750Li_xDRIVE,4.4,8,Z,23,283
2314,BMW_ACTIVEHYBRID_5,3.0,6,Z,30,219
2315,BMW_ALPINA_B6_xDRIVE_GRAN_COUPE,4.4,8,Z,23,283
2316,BMW_M2,3.0,6,Z,27,244
2317,BMW_M2,3.0,6,Z,25,260
2318,BMW_M235i,3.0,6,Z,29,232
2319,BMW_M235i,3.0,6,Z,27,245
2320,BMW_M235i_CABRIOLET,3.0,6,Z,29,232
2321,BMW_M235i_CABRIOLET,3.0,6,Z,27,246
2322,BMW_M235i_xDRIVE,3.0,6,Z,28,238
2323,BMW_M235i_xDRIVE_CABRIOLET,3.0,6,Z,28,238
2324,BMW_M3,3.0,6,Z,23,284
2325,BMW_M3,3.0,6,Z,24,271
2326,BMW_M4_CABRIOLET,3.0,6,Z,23,282
2327,BMW_M4_CABRIOLET,3.0,6,Z,24,278
2328,BMW_M4_COUPE,3.0,6,Z,23,284
2329,BMW_M4_COUPE,3.0,6,Z,24,271
2330,BMW_M5,4.4,8,Z,19,344
2331,BMW_M5,4.4,8,Z,21,321
2332,BMW_M6,4.4,8,Z,19,344
2333,BMW_M6,4.4,8,Z,21,321
2334,BMW_M6_CABRIOLET,4.4,8,Z,19,344
2335,BMW_M6_CABRIOLET,4.4,8,Z,21,321
2336,BMW_M6_GRAN_COUPE,4.4,8,Z,19,344
2337,BMW_M6_GRAN_COUPE,4.4,8,Z,21,321
2338,BMW_X1_xDRIVE28i,2.0,4,Z,31,215
2339,BMW_X3_xDRIVE28d,2.0,4,D,36,211
2340,BMW_X3_xDRIVE28i,2.0,4,Z,29,231
2341,BMW_X3_xDRIVE35i,3.0,6,Z,26,257
2342,BMW_X4_M40i,3.0,6,Z,25,264
2343,BMW_X4_xDRIVE28i,2.0,4,Z,28,238
2344,BMW_X4_xDRIVE35i,3.0,6,Z,26,257
2345,BMW_X5_M,4.4,8,Z,19,343
2346,BMW_X5_xDRIVE35d,3.0,6,D,32,233
2347,BMW_X5_xDRIVE35i,3.0,6,Z,25,269
2348,BMW_X5_xDRIVE50i,4.4,8,Z,20,322
2349,BMW_X6_M,4.4,8,Z,19,343
2350,BMW_X6_xDRIVE35i,3.0,6,Z,25,269
2351,BMW_X6_xDRIVE50i,4.4,8,Z,20,322
2352,BMW_Z4_sDRIVE28i,2.0,4,Z,31,212
2353,BMW_Z4_sDRIVE28i,2.0,4,Z,31,211
2354,BMW_Z4_sDRIVE35i,3.0,6,Z,23,282
2355,BMW_Z4_sDRIVE35is,3.0,6,Z,23,282
2356,BUICK_ENCLAVE,3.6,6,X,21,315
2357,BUICK_ENCLAVE_AWD,3.6,6,X,21,323
2358,BUICK_ENCORE,1.4,4,X,33,199
2359,BUICK_ENCORE_AWD,1.4,4,X,31,215
2360,BUICK_ENCORE_SPORT_TOURING,1.4,4,X,36,182
2361,BUICK_ENCORE_SPORT_TOURING_AWD,1.4,4,X,34,192
2362,BUICK_ENVISION_AWD,2.0,4,Z,27,248
2363,BUICK_LACROSSE_FFV,3.6,6,X,25,268
2364,BUICK_LACROSSE_FFV,3.6,6,E,18,260
2365,BUICK_LACROSSE_eASSIST,2.4,4,X,34,193
2366,BUICK_LACROSSE_AWD_FFV,3.6,6,X,24,274
2367,BUICK_LACROSSE_AWD_FFV,3.6,6,E,18,263
2368,BUICK_REGAL,2.0,4,Z,29,231
2369,BUICK_REGAL,2.0,4,Z,29,230
2370,BUICK_REGAL_eASSIST,2.4,4,X,34,193
2371,BUICK_REGAL_AWD,2.0,4,Z,26,252
2372,BUICK_VERANO,2.0,4,Z,29,231
2373,BUICK_VERANO,2.0,4,Z,29,230
2374,BUICK_VERANO,2.4,4,X,29,224
2375,CADILLAC_ATS,2.0,4,Z,31,215
2376,CADILLAC_ATS,2.0,4,Z,27,240
2377,CADILLAC_ATS,2.5,4,X,31,214
2378,CADILLAC_ATS,3.6,6,X,29,233
2379,CADILLAC_ATS_AWD,2.0,4,Z,30,221
2380,CADILLAC_ATS_AWD,3.6,6,X,27,247
2381,CADILLAC_ATS-V,3.6,6,Z,23,293
2382,CADILLAC_ATS-V,3.6,6,Z,23,289
2383,CADILLAC_CT6,2.0,4,Z,30,222
2384,CADILLAC_CT6_AWD,3.0,6,Z,25,263
2385,CADILLAC_CT6_AWD,3.6,6,X,26,257
2386,CADILLAC_CTS,2.0,4,Z,30,221
2387,CADILLAC_CTS,3.6,6,X,29,233
2388,CADILLAC_CTS_AWD,2.0,4,Z,29,229
2389,CADILLAC_CTS_AWD,3.6,6,X,27,247
2390,CADILLAC_CTS_Vsport,3.6,6,Z,23,293
2391,CADILLAC_CTS-V,6.2,8,Z,20,332
2392,CADILLAC_ESCALADE_4WD,6.2,8,Z,20,325
2393,CADILLAC_SRX,3.6,6,X,23,287
2394,CADILLAC_SRX_AWD,3.6,6,X,22,300
2395,CADILLAC_XTS,3.6,6,X,25,263
2396,CADILLAC_XTS_AWD,3.6,6,X,24,273
2397,CADILLAC_XTS_Vsport_AWD,3.6,6,Z,22,302
2398,CHEVROLET_CAMARO,2.0,4,Z,30,218
2399,CHEVROLET_CAMARO,2.0,4,Z,29,229
2400,CHEVROLET_CAMARO,3.6,6,X,27,248
2401,CHEVROLET_CAMARO,3.6,6,X,25,261
2402,CHEVROLET_CAMARO_SS,6.2,8,Z,24,272
2403,CHEVROLET_CAMARO_SS,6.2,8,Z,23,284
2404,CHEVROLET_CITY_EXPRESS,2.0,4,X,30,220
2405,CHEVROLET_COLORADO,2.5,4,X,27,247
2406,CHEVROLET_COLORADO,2.5,4,X,26,253
2407,CHEVROLET_COLORADO,2.8,4,D,30,252
2408,CHEVROLET_COLORADO,3.6,6,X,25,265
2409,CHEVROLET_COLORADO_4WD,2.5,4,X,25,265
2410,CHEVROLET_COLORADO_4WD,2.8,4,D,27,277
2411,CHEVROLET_COLORADO_4WD,3.6,6,X,24,279
2412,CHEVROLET_CORVETTE,6.2,8,Z,24,275
2413,CHEVROLET_CORVETTE,6.2,8,Z,25,263
2414,CHEVROLET_CORVETTE_Z06,6.2,8,Z,20,335
2415,CHEVROLET_CORVETTE_Z06,6.2,8,Z,21,313
2416,CHEVROLET_CRUZE,1.4,4,X,42,159
2417,CHEVROLET_CRUZE,1.4,4,X,40,167
2418,CHEVROLET_CRUZE_PREMIER,1.4,4,X,41,160
2419,CHEVROLET_CRUZE_LIMITED,1.4,4,X,36,184
2420,CHEVROLET_CRUZE_LIMITED,1.4,4,X,36,182
2421,CHEVROLET_CRUZE_LIMITED,1.8,4,X,32,207
2422,CHEVROLET_CRUZE_LIMITED,1.8,4,X,35,190
2423,CHEVROLET_CRUZE_LIMITED_ECO,1.4,4,X,37,181
2424,CHEVROLET_CRUZE_LIMITED_ECO,1.4,4,X,40,167
2425,CHEVROLET_EQUINOX,2.4,4,X,31,214
2426,CHEVROLET_EQUINOX,3.6,6,X,23,285
2427,CHEVROLET_EQUINOX_FFV,2.4,4,X,31,214
2428,CHEVROLET_EQUINOX_FFV,2.4,4,E,21,221
2429,CHEVROLET_EQUINOX_AWD,2.4,4,X,28,235
2430,CHEVROLET_EQUINOX_AWD,3.6,6,X,22,300
2431,CHEVROLET_EQUINOX_AWD_FFV,2.4,4,X,28,235
2432,CHEVROLET_EQUINOX_AWD_FFV,2.4,4,E,20,236
2433,CHEVROLET_EXPRESS_2500_PASSENGER,6.0,8,X,15,441
2434,CHEVROLET_EXPRESS_3500_PASSENGER,6.0,8,X,14,465
2435,CHEVROLET_IMPALA,2.5,4,X,31,215
2436,CHEVROLET_IMPALA_FFV,3.6,6,X,27,248
2437,CHEVROLET_IMPALA_FFV,3.6,6,E,19,239
2438,CHEVROLET_IMPALA_DUAL_FUEL,3.6,6,X,24,272
2439,CHEVROLET_IMPALA_DUAL_FUEL,3.6,6,N,22,213
2440,CHEVROLET_MALIBU,1.5,4,X,37,179
2441,CHEVROLET_MALIBU,2.0,4,Z,31,211
2442,CHEVROLET_MALIBU_LIMITED,2.5,4,X,33,202
2443,CHEVROLET_MALIBU_HYBRID,1.8,4,X,55,122
2444,CHEVROLET_SILVERADO,5.3,8,X,22,298
2445,CHEVROLET_SILVERADO,6.2,8,Z,20,328
2446,CHEVROLET_SILVERADO_FFV,4.3,6,X,24,280
2447,CHEVROLET_SILVERADO_FFV,4.3,6,E,17,284
2448,CHEVROLET_SILVERADO_FFV,5.3,8,X,22,298
2449,CHEVROLET_SILVERADO_FFV,5.3,8,E,16,286
2450,CHEVROLET_SILVERADO_4WD,5.3,8,X,22,307
2451,CHEVROLET_SILVERADO_4WD,6.2,8,Z,20,332
2452,CHEVROLET_SILVERADO_4WD_FFV,4.3,6,X,22,296
2453,CHEVROLET_SILVERADO_4WD_FFV,4.3,6,E,16,301
2454,CHEVROLET_SILVERADO_4WD_FFV,5.3,8,X,22,306
2455,CHEVROLET_SILVERADO_4WD_FFV,5.3,8,E,16,295
2456,CHEVROLET_SILVERADO_eASSIST_4WD,5.3,8,X,22,304
2457,CHEVROLET_SONIC,1.4,4,X,35,188
2458,CHEVROLET_SONIC,1.4,4,X,38,175
2459,CHEVROLET_SONIC,1.8,4,X,34,195
2460,CHEVROLET_SONIC,1.8,4,X,35,187
2461,CHEVROLET_SONIC_RS,1.4,4,X,34,195
2462,CHEVROLET_SONIC_RS,1.4,4,X,35,189
2463,CHEVROLET_SONIC_5,1.4,4,X,35,188
2464,CHEVROLET_SONIC_5,1.4,4,X,38,175
2465,CHEVROLET_SONIC_5,1.8,4,X,34,195
2466,CHEVROLET_SONIC_5,1.8,4,X,35,187
2467,CHEVROLET_SONIC_5_RS,1.4,4,X,34,195
2468,CHEVROLET_SONIC_5_RS,1.4,4,X,35,189
2469,CHEVROLET_SPARK,1.4,4,X,42,157
2470,CHEVROLET_SPARK,1.4,4,X,41,162
2471,CHEVROLET_SUBURBAN,5.3,8,X,22,304
2472,CHEVROLET_SUBURBAN_FFV,5.3,8,X,22,304
2473,CHEVROLET_SUBURBAN_FFV,5.3,8,E,16,288
2474,CHEVROLET_SUBURBAN_4WD,5.3,8,X,21,312
2475,CHEVROLET_SUBURBAN_4WD_FFV,5.3,8,X,21,312
2476,CHEVROLET_SUBURBAN_4WD_FFV,5.3,8,E,15,317
2477,CHEVROLET_TAHOE,5.3,8,X,22,304
2478,CHEVROLET_TAHOE_FFV,5.3,8,X,22,304
2479,CHEVROLET_TAHOE_FFV,5.3,8,E,16,288
2480,CHEVROLET_TAHOE_4WD,5.3,8,X,21,310
2481,CHEVROLET_TAHOE_4WD_FFV,5.3,8,X,21,310
2482,CHEVROLET_TAHOE_4WD_FFV,5.3,8,E,16,300
2483,CHEVROLET_TRAVERSE,3.6,6,X,21,315
2484,CHEVROLET_TRAVERSE_AWD,3.6,6,X,21,323
2485,CHEVROLET_TRAX,1.4,4,X,34,193
2486,CHEVROLET_TRAX,1.4,4,X,35,190
2487,CHEVROLET_TRAX_4WD,1.4,4,X,32,205
2488,CHRYSLER_200_FFV,2.4,4,X,33,198
2489,CHRYSLER_200_FFV,2.4,4,E,25,186
2490,CHRYSLER_200_FFV,3.6,6,X,28,239
2491,CHRYSLER_200_FFV,3.6,6,E,21,225
2492,CHRYSLER_200_AWD_FFV,3.6,6,X,26,250
2493,CHRYSLER_200_AWD_FFV,3.6,6,E,20,232
2494,CHRYSLER_300,3.6,6,X,27,240
2495,CHRYSLER_300_FFV,3.6,6,X,27,240
2496,CHRYSLER_300_FFV,3.6,6,E,20,229
2497,CHRYSLER_300_(MDS),5.7,8,X,23,289
2498,CHRYSLER_300_AWD,3.6,6,X,26,257
2499,CHRYSLER_300_AWD_FFV,3.6,6,X,26,257
2500,CHRYSLER_300_AWD_FFV,3.6,6,E,19,243
2501,CHRYSLER_TOWN_&_COUNTRY_FFV,3.6,6,X,24,282
2502,CHRYSLER_TOWN_&_COUNTRY_FFV,3.6,6,E,17,279
2503,DODGE_CHALLENGER,3.6,6,X,27,242
2504,DODGE_CHALLENGER,5.7,8,X,22,307
2505,DODGE_CHALLENGER,6.4,8,Z,20,326
2506,DODGE_CHALLENGER_(MDS),5.7,8,X,23,289
2507,DODGE_CHALLENGER_(MDS),6.4,8,Z,22,302
2508,DODGE_CHALLENGER_SRT,6.4,8,Z,20,326
2509,DODGE_CHALLENGER_SRT_(MDS),6.4,8,Z,22,302
2510,DODGE_CHALLENGER_SRT_HELLCAT,6.2,8,Z,19,339
2511,DODGE_CHALLENGER_SRT_HELLCAT,6.2,8,Z,19,353
2512,DODGE_CHARGER,3.6,6,X,25,271
2513,DODGE_CHARGER,3.6,6,X,27,240
2514,DODGE_CHARGER_FFV,3.6,6,X,25,271
2515,DODGE_CHARGER_FFV,3.6,6,E,18,264
2516,DODGE_CHARGER_FFV,3.6,6,X,27,240
2517,DODGE_CHARGER_FFV,3.6,6,E,20,229
2518,DODGE_CHARGER_(MDS),5.7,8,X,22,302
2519,DODGE_CHARGER_(MDS),5.7,8,X,23,289
2520,DODGE_CHARGER_(MDS),6.4,8,Z,22,302
2521,DODGE_CHARGER_AWD,3.6,6,X,26,257
2522,DODGE_CHARGER_AWD_FFV,3.6,6,X,26,257
2523,DODGE_CHARGER_AWD_FFV,3.6,6,E,19,243
2524,DODGE_CHARGER_AWD_(MDS),5.7,8,X,21,313
2525,DODGE_CHARGER_SRT_(MDS),6.4,8,Z,22,302
2526,DODGE_CHARGER_SRT_HELLCAT,6.2,8,Z,19,339
2527,DODGE_DART,2.0,4,X,35,189
2528,DODGE_DART,2.4,4,X,33,202
2529,DODGE_DART,2.4,4,X,32,205
2530,DODGE_DART_FFV,2.0,4,X,33,201
2531,DODGE_DART_FFV,2.0,4,E,25,187
2532,DODGE_DART_GT,2.4,4,X,31,215
2533,DODGE_DART_GT,2.4,4,X,32,207
2534,DODGE_DART_TURBO_AERO,1.4,4,X,39,171
2535,DODGE_DART_TURBO_AERO,1.4,4,X,39,171
2536,DODGE_DURANGO_AWD,3.6,6,X,25,265
2537,DODGE_DURANGO_AWD_(MDS),5.7,8,X,20,329
2538,DODGE_GRAND_CARAVAN_FFV,3.6,6,X,24,276
2539,DODGE_GRAND_CARAVAN_FFV,3.6,6,E,17,269
2540,DODGE_JOURNEY,2.4,4,X,25,260
2541,DODGE_JOURNEY_FFV,3.6,6,X,23,283
2542,DODGE_JOURNEY_FFV,3.6,6,E,17,270
2543,DODGE_JOURNEY_AWD,3.6,6,X,23,292
2544,DODGE_VIPER_SRT,8.4,10,Z,18,364
2545,FIAT_500_CABRIO,1.4,4,X,36,183
2546,FIAT_500_CABRIO,1.4,4,X,39,168
2547,FIAT_500_HATCHBACK,1.4,4,X,36,183
2548,FIAT_500_HATCHBACK,1.4,4,X,42,160
2549,FIAT_500_HATCHBACK_TURBO,1.4,4,X,33,200
2550,FIAT_500_HATCHBACK_TURBO,1.4,4,X,36,183
2551,FIAT_500_ABARTH_CABRIO,1.4,4,X,33,200
2552,FIAT_500_ABARTH_CABRIO,1.4,4,X,36,183
2553,FIAT_500_ABARTH_HATCHBACK,1.4,4,X,33,200
2554,FIAT_500_ABARTH_HATCHBACK,1.4,4,X,36,183
2555,FIAT_500L,1.4,4,X,30,218
2556,FIAT_500L,1.4,4,X,32,203
2557,FIAT_500L,1.4,4,X,34,194
2558,FIAT_500X,1.4,4,X,34,194
2559,FIAT_500X,2.4,4,X,30,217
2560,FIAT_500X_AWD,2.4,4,X,29,224
